LOCATION,TIME,COMPULSORY_PC_GDP,VOLUNTARY_PC_GDP,OOPEXP_PC_GDP,TOT_PC_GDP,COMPULSORY_PC_HEALTHXP,VOLUNTARY_PC_HEALTHXP,OOPEXP_PC_HEALTHXP,COMPULSORY_USD_CAP,VOLUNTARY_USD_CAP,OOPEXP_USD_CAP,TOT_USD_CAP
JPN,2007,6.321,1.459,1.207,7.779,81.249,18.751,15.515,2185.537,504.378,417.342,2689.916
JPN,2008,6.566,1.523,1.233,8.089,81.171,18.829,15.238,2272.127,527.072,426.549,2799.198
JPN,2009,7.283,1.676,1.358,8.959,81.294,18.706,15.159,2415.557,555.82,450.435,2971.377
JPN,2010,7.425,1.638,1.321,9.063,81.927,18.073,14.57,2596.43,572.76,461.762,3169.19
JPN,2011,8.783,1.705,1.376,10.488,83.741,16.259,13.122,3132.532,608.224,490.854,3740.756
JPN,2012,8.957,1.715,1.384,10.672,83.931,16.069,12.972,3332.691,638.075,515.101,3970.765
JPN,2013,8.994,1.68,1.356,10.674,84.261,15.739,12.701,3630.172,678.08,547.203,4308.252
JPN,2014,9.025,1.704,1.381,10.729,84.118,15.882,12.87,3640.927,687.437,557.047,4328.364
JPN,2015,9.039,1.711,1.392,10.75,84.083,15.917,12.948,3796.814,718.742,584.659,4515.556
JPN,2016,8.957,1.701,1.37,10.659,84.037,15.963,12.854,3610.119,685.739,552.207,4295.858
JPN,2017,8.974,1.682,1.349,10.656,84.215,15.785,12.655,3716.269,696.582,558.443,4412.852
JPN,2018,8.997,1.743,1.396,10.74,83.771,16.229,12.995,3815.16,739.116,591.808,4554.276
JPN,2019,9.211,1.759,1.415,10.97,83.964,16.036,12.902,3871.405,739.389,594.874,4610.794
JPN,2020,9.339,1.666,1.314,11.005,84.858,15.142,11.938,3920.04,699.478,551.494,4619.518
KOR,2003,2.503,1.78,1.662,4.283,58.432,41.568,38.81,550.576,391.671,365.683,942.247
KOR,2004,2.504,1.763,1.637,4.267,58.681,41.319,38.37,589.598,415.161,385.523,1004.759
KOR,2005,2.648,1.9,1.765,4.548,58.225,41.775,38.804,650.604,466.787,433.589,1117.391
KOR,2006,2.926,1.923,1.772,4.849,60.348,39.652,36.545,755.628,496.5,457.592,1252.127
KOR,2007,3.015,1.94,1.77,4.955,60.843,39.157,35.726,845.9,544.389,496.688,1390.289
KOR,2008,3.084,2.162,1.946,5.246,58.792,41.208,37.101,888.978,623.096,560.991,1512.074
KOR,2009,3.412,2.247,1.965,5.659,60.301,39.699,34.72,994.034,654.412,572.349,1648.446
KOR,2010,3.492,2.328,2.026,5.82,60,40,34.809,1108.3,738.874,642.98,1847.174
KOR,2011,3.494,2.421,2.066,5.915,59.075,40.925,34.932,1143.673,792.294,676.275,1935.968
KOR,2012,3.509,2.524,2.131,6.033,58.168,41.832,35.331,1185.296,852.429,719.944,2037.725
KOR,2013,3.583,2.567,2.147,6.151,58.257,41.743,34.905,1220.906,874.815,731.513,2095.721
KOR,2014,3.701,2.703,2.226,6.404,57.788,42.212,34.759,1275.688,931.854,767.321,2207.542
KOR,2015,3.813,2.776,2.271,6.589,57.871,42.129,34.467,1427.055,1038.872,849.935,2465.926
KOR,2016,3.976,2.894,2.34,6.87,57.878,42.122,34.054,1531.232,1114.404,900.956,2645.637
KOR,2017,4.119,2.928,2.357,7.047,58.447,41.553,33.44,1629.07,1158.186,932.064,2787.255
KOR,2018,4.411,3.08,2.476,7.491,58.879,41.121,33.054,1805.887,1261.228,1013.815,3067.115
KOR,2019,4.855,3.319,2.584,8.175,59.394,40.606,31.611,1954.558,1336.267,1040.27,3290.825
KOR,2020,5.124,3.226,2.42,8.35,61.365,38.635,28.987,2203.112,1387.07,1040.701,3590.183
LTU,2003,4.663,1.523,1.496,6.186,75.38,24.62,24.181,615.498,201.033,197.449,816.53
LTU,2004,3.668,1.843,1.814,5.511,66.55,33.441,32.92,525.344,263.978,259.867,789.396
LTU,2005,3.768,1.879,1.851,5.648,66.719,33.262,32.779,590.948,294.612,290.329,885.721
LTU,2006,3.951,1.893,1.862,5.844,67.606,32.383,31.854,683.508,327.403,322.046,1011.018
LTU,2007,4.098,1.665,1.637,5.764,71.1,28.89,28.407,824.086,334.849,329.255,1159.055
LTU,2008,4.484,1.81,1.773,6.294,71.237,28.758,28.173,959.712,387.432,379.551,1347.21
LTU,2009,5.337,2.028,1.975,7.366,72.46,27.532,26.816,958.778,364.293,354.818,1323.174
LTU,2010,4.887,1.923,1.88,6.815,71.712,28.215,27.589,983.683,387.033,378.439,1371.705
LTU,2011,4.606,1.876,1.831,6.488,70.994,28.917,28.222,1054.085,429.35,419.024,1484.747
LTU,2012,4.225,2.047,1.996,6.276,67.323,32.621,31.801,1055.626,511.492,498.638,1568.003
LTU,2013,4.058,2.065,2.011,6.126,66.249,33.708,32.82,1101.451,560.429,545.662,1662.584
LTU,2014,4.184,2.006,1.95,6.193,67.561,32.387,31.492,1203.717,577.037,561.095,1781.682
LTU,2015,4.358,2.129,2.066,6.49,67.14,32.798,31.839,1287.129,628.758,610.378,1917.088
LTU,2016,4.42,2.216,2.145,6.638,66.596,33.388,32.317,1397.046,700.404,677.951,2097.796
LTU,2017,4.275,2.188,2.11,6.464,66.137,33.84,32.645,1475.488,754.97,728.293,2230.97
LTU,2018,4.387,2.142,2.058,6.53,67.175,32.802,31.516,1610.05,786.2,755.371,2396.809
LTU,2019,4.641,2.348,2.256,6.991,66.382,33.595,32.27,1780.423,901.028,865.512,2682.067
LTU,2020,5.249,2.23,2.144,7.481,70.165,29.807,28.661,2019.701,858.002,824.999,2878.482
LUX,2003,5.77,1.191,0.923,6.961,82.89,17.11,13.258,3656.736,754.823,584.885,4411.556
LUX,2004,6.067,1.213,0.93,7.28,83.334,16.666,12.774,3980.071,795.959,610.09,4776.03
LUX,2005,5.927,1.198,0.921,7.125,83.192,16.808,12.925,4060.933,820.466,630.942,4881.401
LUX,2006,5.495,1.143,0.888,6.638,82.786,17.214,13.374,4266.858,887.2,689.299,5154.058
LUX,2007,5.184,0.973,0.635,6.158,84.192,15.808,10.308,4282.489,804.058,524.333,5086.545
LUX,2008,5.441,0.789,0.627,6.231,87.329,12.671,10.062,4742.93,688.185,546.496,5431.112
LUX,2009,5.959,0.99,0.688,6.95,85.748,14.252,9.896,4896.347,813.801,565.051,5710.148
LUX,2010,5.657,1.005,0.682,6.662,84.914,15.086,10.233,4776.51,848.587,575.629,5625.097
LUX,2011,4.95,1.003,0.648,5.952,83.157,16.843,10.881,4016.905,813.612,525.591,4830.517
LUX,2012,4.386,0.827,0.607,5.294,82.849,15.624,11.47,3665.667,691.298,507.473,4424.503
LUX,2013,4.35,0.809,0.586,5.236,83.091,15.446,11.199,3852.67,716.171,519.275,4636.665
LUX,2014,4.366,0.791,0.579,5.23,83.476,15.126,11.073,3929.263,711.995,521.187,4707.036
LUX,2015,4.251,0.76,0.544,5.081,83.659,14.957,10.715,3925.537,701.812,502.786,4692.311
LUX,2016,4.24,0.764,0.545,5.071,83.608,15.072,10.744,4076.997,734.974,523.935,4876.34
LUX,2017,4.311,0.753,0.547,5.135,83.952,14.667,10.661,4188.41,731.762,531.893,4989.031
LUX,2018,4.439,0.766,0.551,5.28,84.076,14.511,10.436,4449.363,767.952,552.262,5292.055
LUX,2019,4.647,0.75,0.524,5.47,84.96,13.708,9.588,4570.573,737.466,515.787,5379.663
LUX,2020,4.966,0.704,0.482,5.742,86.493,12.269,8.387,4889.043,693.499,474.095,5652.538
LVA,2003,2.73,2.749,2.661,5.479,49.83,50.17,48.562,317.72,319.889,309.638,637.609
LVA,2004,3.484,2.69,2.52,6.202,56.175,43.375,40.631,447.378,345.436,323.588,796.402
LVA,2005,3.249,2.566,2.432,5.832,55.698,43.987,41.691,467.713,369.372,350.091,839.728
LVA,2006,3.51,2.194,2.031,5.704,61.536,38.464,35.598,577.687,361.096,334.19,938.784
LVA,2007,3.355,2.154,2.029,5.512,60.874,39.074,36.812,660.368,423.877,399.348,1084.816
LVA,2008,3.369,2.21,2.083,5.585,60.327,39.574,37.306,674.664,442.579,417.213,1118.347
LVA,2009,3.637,2.431,2.365,6.098,59.649,39.872,38.783,600.562,401.446,390.475,1006.829
LVA,2010,3.67,2.427,2.267,6.097,60.185,39.809,37.186,647.688,428.407,400.179,1076.166
LVA,2011,3.635,2.089,1.963,5.724,63.497,36.503,34.297,684.217,393.335,369.565,1077.551
LVA,2012,3.265,2.145,2.046,5.41,60.348,39.652,37.823,697.735,458.454,437.31,1156.188
LVA,2013,3.246,2.163,2.081,5.409,60.014,39.986,38.471,737.991,491.705,473.082,1229.696
LVA,2014,3.26,2.203,2.137,5.463,59.672,40.328,39.106,767.674,518.808,503.091,1286.482
LVA,2015,3.315,2.337,2.287,5.652,58.653,41.347,40.454,823.87,580.785,568.241,1404.655
LVA,2016,3.426,2.707,2.657,6.133,55.867,44.133,43.323,901.58,712.226,699.148,1613.805
LVA,2017,3.42,2.545,2.493,5.965,57.329,42.671,41.788,961.081,715.339,700.547,1676.419
LVA,2018,3.706,2.483,2.425,6.189,59.881,40.119,39.18,1114.359,746.609,729.121,1860.969
LVA,2019,3.977,2.638,2.322,6.614,60.123,39.877,35.105,1217.83,807.741,711.077,2025.57
LVA,2020,4.606,2.635,2.308,7.241,63.608,36.392,31.874,1417.13,810.766,710.118,2227.896
MEX,2003,2.414,3.401,3.237,5.815,41.509,58.491,55.664,285.97,402.962,383.484,688.931
MEX,2004,2.587,3.366,3.197,5.954,43.458,56.542,53.693,333.735,434.214,412.333,767.95
MEX,2005,2.465,3.371,3.186,5.836,42.237,57.763,54.59,325.896,445.701,421.211,771.596
MEX,2006,2.422,3.233,3.04,5.655,42.827,57.173,53.764,352.097,470.039,442.013,822.136
MEX,2007,2.527,3.24,3.027,5.766,43.818,56.182,52.497,381.482,489.117,457.04,870.599
MEX,2008,2.617,3.082,2.769,5.699,45.914,54.086,48.596,413.166,486.711,437.303,899.877
MEX,2009,2.861,3.269,2.903,6.13,46.668,53.332,47.354,425.637,486.407,431.888,912.044
MEX,2010,2.881,2.856,2.496,5.737,50.219,49.781,43.509,448.85,444.94,388.877,893.79
MEX,2011,2.914,2.605,2.248,5.519,52.804,47.196,40.734,481.586,430.442,371.507,912.027
MEX,2012,3.007,2.658,2.302,5.665,53.082,46.918,40.641,516.728,456.723,395.624,973.451
MEX,2013,3.123,2.687,2.317,5.809,53.751,46.249,39.879,538.893,463.677,399.816,1002.571
MEX,2014,2.892,2.661,2.27,5.553,52.082,47.918,40.872,515.378,474.179,404.452,989.558
MEX,2015,2.987,2.735,2.349,5.723,52.201,47.799,41.044,554.683,507.908,436.127,1062.591
MEX,2016,2.848,2.706,2.298,5.553,51.28,48.72,41.372,565.518,537.292,456.257,1102.809
MEX,2017,2.758,2.7,2.281,5.458,50.535,49.465,41.788,555.711,543.937,459.525,1099.647
MEX,2018,2.672,2.712,2.278,5.383,49.628,50.372,42.309,556.918,565.26,474.787,1122.178
MEX,2019,2.679,2.769,2.304,5.448,49.167,50.833,42.282,549.314,567.921,472.391,1117.235
MEX,2020,3.292,2.93,2.412,6.222,52.903,47.097,38.761,648.91,577.696,475.449,1226.606
MLT,2003,5.509,2.395,2.277,7.904,69.699,30.301,28.806,1174.6,510.65,485.447,1685.25
MLT,2004,5.604,2.442,2.267,8.046,69.646,30.354,28.179,1226.099,534.379,496.091,1760.478
MLT,2005,5.986,2.688,2.5,8.674,69.009,30.991,28.826,1337.534,600.677,558.701,1938.21
MLT,2006,6.027,2.79,2.61,8.817,68.36,31.64,29.598,1363.533,631.108,590.365,1994.641
MLT,2007,5.451,2.716,2.539,8.168,66.743,33.257,31.083,1342.418,668.921,625.191,2011.339
MLT,2008,5.092,2.775,2.594,7.867,64.728,35.272,32.978,1306.391,711.878,665.577,2018.268
MLT,2009,5.144,2.78,2.572,7.924,64.917,35.083,32.458,1312.1,709.104,656.05,2021.204
MLT,2010,5.129,2.82,2.626,7.949,64.52,35.48,33.037,1415.999,778.66,725.054,2194.658
MLT,2011,5.447,3.003,2.802,8.45,64.459,35.541,33.156,1500.28,827.199,771.704,2327.479
MLT,2012,5.496,3.262,3.068,8.758,62.755,37.245,35.038,1601.263,950.348,894.038,2551.611
MLT,2013,5.739,3.433,3.247,9.172,62.571,37.429,35.402,1753.983,1049.221,992.398,2803.204
MLT,2014,5.571,3.514,3.34,9.085,61.321,38.679,36.761,1827.634,1152.789,1095.643,2980.423
MLT,2015,5.389,3.508,3.334,8.898,60.569,39.431,37.473,1947.602,1267.888,1204.938,3215.49
MLT,2016,5.651,3.315,3.15,8.966,63.028,36.972,35.137,2175.425,1276.083,1212.77,3451.508
MLT,2017,5.491,3.239,3.075,8.731,62.897,37.103,35.225,2298.358,1355.802,1287.167,3654.164
MLT,2018,5.438,3.127,2.938,8.567,63.478,36.506,34.296,2394.376,1376.999,1293.629,3771.99
MLT,2019,5.719,3.429,3.122,9.148,62.51,37.481,34.131,2596.762,1557.016,1417.851,4154.13
MLT,2020,7.168,3.58,3.257,10.747,66.692,33.308,30.304,2878.32,1437.494,1307.847,4315.813
NLD,2003,6.354,2.702,0.87,9.057,70.163,29.837,9.605,2321.614,987.252,317.827,3308.866
NLD,2004,6.25,2.861,0.907,9.111,68.597,31.401,9.96,2397.315,1097.377,348.085,3494.765
NLD,2005,6.224,2.873,0.899,9.097,68.423,31.579,9.886,2451.884,1131.622,354.253,3583.435
NLD,2006,7.605,1.476,0.756,9.081,83.749,16.251,8.327,3207.399,622.374,318.907,3829.774
NLD,2007,7.611,1.442,0.714,9.053,84.074,15.926,7.889,3427.592,649.283,321.623,4076.875
NLD,2008,7.67,1.607,0.921,9.277,82.676,17.326,9.924,3619.853,758.582,434.496,4378.362
NLD,2009,8.312,1.681,0.906,9.993,83.179,16.821,9.07,3687.827,745.774,402.106,4433.601
NLD,2010,8.467,1.688,0.924,10.155,83.377,16.625,9.096,3730.728,743.871,406.989,4474.53
NLD,2011,8.459,1.774,0.97,10.234,82.662,17.338,9.482,3775.507,791.871,433.096,4567.378
NLD,2012,8.654,1.885,1.063,10.539,82.112,17.888,10.091,3926.856,855.477,482.57,4782.333
NLD,2013,8.588,1.995,1.221,10.584,81.146,18.854,11.535,3995.567,928.345,567.968,4923.912
NLD,2014,8.568,1.999,1.224,10.567,81.081,18.921,11.588,4000.975,933.663,571.796,4934.568
NLD,2015,8.402,1.922,1.165,10.324,81.38,18.618,11.286,4009.687,917.348,556.094,4927.104
NLD,2016,8.358,1.937,1.161,10.294,81.188,18.812,11.276,4137.231,958.605,574.59,5095.836
NLD,2017,8.257,1.851,1.117,10.108,81.688,18.312,11.049,4291.725,962.049,580.482,5253.774
NLD,2018,8.227,1.793,1.081,10.02,82.105,17.895,10.791,4501.226,981.045,591.61,5482.27
NLD,2019,8.396,1.744,1.057,10.14,82.801,17.199,10.424,4672.953,970.637,588.269,5643.59
NLD,2020,9.522,1.687,1.042,11.209,84.947,15.053,9.292,5260.757,932.225,575.427,6192.982
NOR,2003,7.646,1.548,1.526,9.194,83.167,16.833,16.599,2867.542,580.399,572.317,3447.941
NOR,2004,7.302,1.494,1.474,8.796,83.017,16.983,16.762,3034.8,620.826,612.761,3655.626
NOR,2005,6.892,1.407,1.387,8.299,83.051,16.949,16.714,3106.838,634.035,625.254,3740.873
NOR,2006,6.569,1.313,1.297,7.882,83.342,16.658,16.453,3305.641,660.735,652.57,3966.376
NOR,2007,6.71,1.307,1.288,8.017,83.701,16.299,16.072,3608.997,702.771,692.995,4311.768
NOR,2008,6.659,1.251,1.239,7.915,84.135,15.811,15.657,3873.996,728.023,720.923,4604.504
NOR,2009,7.627,1.401,1.378,9.033,84.436,15.512,15.254,3947.967,725.304,713.252,4675.689
NOR,2010,7.501,1.352,1.333,8.858,84.681,15.268,15.046,4045.308,729.389,718.791,4777.14
NOR,2011,7.374,1.361,1.329,8.735,84.423,15.577,15.21,4191.761,773.423,755.196,4965.184
NOR,2012,7.392,1.33,1.291,8.722,84.755,15.245,14.8,4415.388,794.188,771.022,5209.577
NOR,2013,7.545,1.329,1.295,8.874,85.023,14.977,14.594,4664.251,821.623,800.619,5485.874
NOR,2014,7.917,1.366,1.335,9.283,85.289,14.711,14.379,4867.762,839.616,820.637,5707.377
NOR,2015,8.611,1.459,1.424,10.07,85.515,14.485,14.143,4897.316,829.561,809.939,5726.877
NOR,2016,8.991,1.54,1.503,10.53,85.379,14.621,14.271,5040.992,863.23,842.591,5904.222
NOR,2017,8.708,1.522,1.485,10.23,85.121,14.879,14.512,5306.745,927.634,904.728,6234.379
NOR,2018,8.536,1.424,1.391,9.96,85.703,14.297,13.969,5566.509,928.569,907.274,6495.078
NOR,2019,8.947,1.491,1.453,10.438,85.717,14.283,13.919,5551.351,925.027,901.429,6476.378
NOR,2020,9.642,1.607,1.563,11.249,85.717,14.283,13.898,5641.604,940.025,914.739,6581.629
NZL,2003,6.049,1.673,,7.722,78.338,21.662,,1501.803,415.268,,1917.07
NZL,2004,6.292,1.609,1.115,7.901,79.632,20.368,14.107,1654.637,423.206,293.115,2077.843
NZL,2005,6.592,1.681,1.164,8.273,79.678,20.322,14.07,1748.481,445.958,308.761,2194.439
NZL,2006,6.917,1.722,1.195,8.638,80.069,19.931,13.838,1952.993,486.141,337.538,2439.135
NZL,2007,6.863,1.466,0.954,8.329,82.395,17.605,11.454,2093.329,447.282,290.994,2540.611
NZL,2008,7.377,1.747,1.208,9.124,80.857,19.143,13.235,2288.054,541.71,374.522,2829.765
NZL,2009,7.799,1.822,1.189,9.621,81.064,18.936,12.356,2389.413,558.152,364.21,2947.565
NZL,2010,7.787,1.806,1.147,9.593,81.172,18.828,11.958,2469.825,572.871,363.849,3042.696
NZL,2011,7.7,1.82,1.152,9.52,80.879,19.121,12.099,2533.393,598.915,378.971,3132.309
NZL,2012,7.769,1.882,1.184,9.652,80.498,19.502,12.265,2608.175,631.858,397.398,3240.034
NZL,2013,7.493,1.867,1.158,9.36,80.052,19.948,12.371,2712.358,675.89,419.166,3388.248
NZL,2014,7.48,1.921,1.208,9.402,79.564,20.436,12.85,2777.442,713.392,448.587,3490.835
NZL,2015,7.333,1.951,1.241,9.283,78.989,21.011,13.365,2765.196,735.523,467.859,3500.719
NZL,2016,7.271,1.973,1.255,9.244,78.654,21.346,13.576,2935.828,796.76,506.721,3732.589
NZL,2017,7.049,1.921,1.218,8.97,78.587,21.413,13.577,3019.577,822.748,521.675,3842.325
NZL,2018,7.16,1.878,1.167,9.038,79.224,20.776,12.912,3100.079,812.999,505.245,3913.078
NZL,2019,7.222,1.847,,9.069,79.634,20.366,,3384.117,865.477,,4249.593
NZL,2020,7.76,1.928,,9.689,80.098,19.902,,3579.892,889.49,,4469.383
PER,2003,2.404,2.183,1.72,4.587,52.401,47.599,37.489,,,,
PER,2004,2.354,2.075,1.625,4.43,53.15,46.85,36.693,,,,
PER,2005,2.62,2.046,1.587,4.666,56.15,43.85,34.021,,,,
PER,2006,2.228,2.181,1.778,4.41,50.532,49.468,40.33,,,,
PER,2007,2.155,2.272,1.883,4.426,48.677,51.323,42.542,,,,
PER,2008,2.18,2.353,1.965,4.533,48.097,51.903,43.35,,,,
PER,2009,2.551,2.415,2,4.965,51.369,48.631,40.276,,,,
PER,2010,2.459,2.256,1.863,4.715,52.148,47.852,39.514,,,,
PER,2011,2.321,2.214,1.829,4.535,51.175,48.825,40.335,254.349,242.674,200.472,497.022
PER,2012,2.493,2.242,1.84,4.735,52.656,47.344,38.865,287.028,258.071,211.854,545.099
PER,2013,2.661,2.088,1.666,4.749,56.027,43.973,35.089,319.303,250.602,199.975,569.905
PER,2014,2.959,2.006,1.567,4.964,59.595,40.405,31.561,358.379,242.974,189.795,601.353
PER,2015,3.022,1.939,1.485,4.961,60.907,39.093,29.932,368.25,236.356,180.969,604.605
PER,2016,3.059,1.9,1.455,4.96,61.682,38.318,29.334,384.078,238.601,182.657,622.679
PER,2017,3.035,1.846,1.398,4.881,62.186,37.814,28.641,387.681,235.744,178.553,623.425
PER,2018,3.174,1.986,1.517,5.16,61.51,38.49,29.409,422.164,264.167,201.843,686.332
PER,2019,3.258,1.921,1.457,5.179,62.907,37.093,28.132,441.831,260.525,197.589,702.355
PER,2020,4.327,1.959,1.431,6.286,68.833,31.167,22.763,522.771,236.704,172.882,759.475
POL,2003,4.117,1.835,1.642,5.954,69.156,30.827,27.581,540.506,240.934,215.567,781.579
POL,2004,3.975,1.893,1.728,5.868,67.739,32.257,29.444,567.328,270.158,246.597,837.525
POL,2005,3.988,1.819,1.611,5.807,68.675,31.32,27.746,573.162,261.4,231.567,834.605
POL,2006,4.018,1.785,1.573,5.803,69.24,30.76,27.106,625.515,277.891,244.874,903.406
POL,2007,4.116,1.758,1.544,5.873,70.075,29.925,26.291,736.436,314.492,276.295,1050.928
POL,2008,4.569,1.806,1.558,6.376,71.667,28.333,24.43,876.306,346.442,298.719,1222.748
POL,2009,4.72,1.867,1.605,6.588,71.652,28.348,24.36,940.393,372.051,319.707,1312.444
POL,2010,4.636,1.832,1.534,6.468,71.68,28.32,23.714,1020.294,403.116,337.55,1423.409
POL,2011,4.456,1.831,1.506,6.287,70.873,29.127,23.955,1060.691,435.924,358.511,1496.615
POL,2012,4.388,1.877,1.52,6.265,70.041,29.959,24.264,1105.666,472.933,383.032,1578.599
POL,2013,4.579,1.901,1.532,6.48,70.658,29.342,23.645,1180.534,490.249,395.064,1670.783
POL,2014,4.465,1.854,1.461,6.319,70.659,29.341,23.126,1192.057,494.999,390.141,1687.056
POL,2015,4.467,1.938,1.475,6.404,69.744,30.256,23.037,1268.563,550.32,419.023,1818.883
POL,2016,4.555,2.016,1.499,6.571,69.321,30.679,22.819,1358.063,601.031,447.039,1959.094
POL,2017,4.562,2.022,1.497,6.583,69.288,30.712,22.736,1429.225,633.51,468.992,2062.735
POL,2018,4.513,1.8,1.289,6.313,71.494,28.506,20.42,1506.142,600.519,430.187,2106.662
POL,2019,4.637,1.823,1.298,6.46,71.777,28.223,20.091,1602.31,630.037,448.496,2232.347
POL,2020,4.695,1.802,1.269,6.497,72.266,27.734,19.535,1652.078,634.031,446.591,2286.109
PRT,2003,6.446,2.678,2.162,9.124,70.648,29.352,23.691,1357.83,564.14,455.327,1921.97
PRT,2004,6.73,2.802,2.241,9.533,70.606,29.394,23.505,1472.358,612.965,490.156,2085.322
PRT,2005,6.848,2.805,2.286,9.653,70.943,29.057,23.68,1549.19,634.522,517.112,2183.712
PRT,2006,5.938,3.416,2.388,9.354,63.483,36.517,25.524,1422.545,818.274,571.958,2240.819
PRT,2007,5.806,3.446,2.397,9.252,62.755,37.245,25.906,1443.644,856.811,595.967,2300.455
PRT,2008,5.994,3.589,2.529,9.583,62.548,37.452,26.394,1531.195,916.839,646.128,2448.035
PRT,2009,6.469,3.662,2.543,10.131,63.855,36.145,25.103,1604.908,908.45,630.936,2513.358
PRT,2010,6.678,3.355,2.479,10.033,66.564,33.436,24.708,1717.447,862.711,637.509,2580.158
PRT,2011,6.282,3.449,2.594,9.731,64.558,35.442,26.654,1586.497,870.994,655.027,2457.491
PRT,2012,5.921,3.733,2.856,9.654,61.335,38.665,29.583,1484.834,936.022,716.17,2420.856
PRT,2013,5.863,3.541,2.708,9.405,62.345,37.655,28.794,1561.229,942.933,721.043,2504.162
PRT,2014,5.774,3.569,2.741,9.343,61.8,38.2,29.335,1568.238,969.354,744.396,2537.592
PRT,2015,5.751,3.565,2.752,9.316,61.73,38.27,29.535,1626.926,1008.635,778.412,2635.561
PRT,2016,5.793,3.601,2.765,9.394,61.664,38.336,29.432,1735.938,1079.239,828.556,2815.177
PRT,2017,5.698,3.608,2.763,9.306,61.232,38.768,29.688,1779.633,1126.762,862.861,2906.395
PRT,2018,5.763,3.649,2.816,9.413,61.228,38.772,29.917,1918.957,1215.172,937.648,3134.128
PRT,2019,5.789,3.725,2.912,9.514,60.849,39.151,30.607,1961.577,1262.099,986.679,3223.676
PRT,2020,6.782,3.766,2.955,10.548,64.297,35.703,28.019,2157.113,1197.797,939.998,3354.909
ROU,2003,4.537,0.834,0.813,5.371,84.47,15.526,15.127,369.628,67.939,66.194,437.584
ROU,2004,4.075,1.376,1.332,5.477,74.391,25.13,24.327,392.641,132.637,128.399,527.806
ROU,2005,4.444,1.061,1.023,5.528,80.394,19.188,18.499,436.056,104.073,100.338,542.397
ROU,2006,4.029,1.033,1.014,5.071,79.457,20.364,19.99,459.206,117.69,115.529,577.934
ROU,2007,4.107,0.907,0.884,5.023,81.768,18.064,17.594,559.722,123.655,120.437,684.526
ROU,2008,4.09,0.931,0.913,5.023,81.42,18.536,18.182,679.495,154.691,151.74,834.553
ROU,2009,4.156,1.121,1.097,5.278,78.727,21.241,20.785,662.623,178.78,174.938,841.676
ROU,2010,4.507,1.128,1.107,5.64,79.92,20,19.631,782.503,195.823,192.212,979.114
ROU,2011,3.368,1.107,1.086,4.475,75.254,24.746,24.276,627.052,206.194,202.28,833.247
ROU,2012,3.468,1.041,1.011,4.509,76.922,23.078,22.428,684.232,205.278,199.501,889.511
ROU,2013,4.145,1.079,1.054,5.224,79.339,20.661,20.176,821.194,213.854,208.834,1035.048
ROU,2014,3.972,1.056,1.021,5.028,78.996,21.004,20.314,827.72,220.076,212.846,1047.796
ROU,2015,3.857,1.086,1.052,4.943,78.022,21.978,21.282,848.356,238.972,231.404,1087.328
ROU,2016,3.979,1.101,1.054,5.08,78.328,21.672,20.755,979.853,271.108,259.637,1250.961
ROU,2017,4.081,1.108,1.063,5.189,78.652,21.348,20.488,1112.028,301.83,289.673,1413.858
ROU,2018,4.4,1.118,1.074,5.518,79.731,20.269,19.458,1322.993,336.323,322.863,1659.316
ROU,2019,4.597,1.117,1.079,5.714,80.446,19.554,18.877,1483.632,360.637,348.146,1844.269
ROU,2020,4.998,1.228,1.185,6.226,80.271,19.729,19.026,1646.824,404.764,390.339,2051.588
SVK,2003,4.783,0.665,0.665,5.448,87.787,12.213,12.213,769.523,107.054,107.054,876.578
SVK,2004,5.019,1.45,1.353,6.469,77.579,22.421,20.913,853.877,246.771,230.184,1100.648
SVK,2005,4.96,1.628,1.556,6.589,75.286,24.714,23.61,896.993,294.454,281.295,1191.447
SVK,2006,4.794,2.056,1.821,6.851,69.983,30.017,26.588,939.631,403.034,356.991,1342.665
SVK,2007,4.974,2.203,1.964,7.177,69.3,30.7,27.37,1097.994,486.423,433.66,1584.418
SVK,2008,5.243,1.714,1.462,6.956,75.363,24.637,21.02,1271.419,415.639,354.622,1687.058
SVK,2009,5.841,2.107,1.782,7.948,73.487,26.513,22.418,1329.475,479.657,405.567,1809.132
SVK,2010,5.513,2.154,1.748,7.666,71.908,28.092,22.801,1446.248,565.01,458.579,2011.258
SVK,2011,5.385,1.914,1.72,7.299,73.78,26.22,23.572,1456.986,517.776,465.483,1974.761
SVK,2012,5.439,2.097,1.751,7.536,72.169,27.831,23.233,1513.68,583.721,487.291,2097.401
SVK,2013,5.562,1.933,1.748,7.495,74.205,25.795,23.322,1598.158,555.54,502.278,2153.698
SVK,2014,5.523,1.361,1.24,6.884,80.227,19.773,18.008,1612.656,397.454,361.979,2010.11
SVK,2015,5.391,1.372,1.247,6.762,79.716,20.284,18.444,1641.46,417.672,379.778,2059.132
SVK,2016,5.603,1.369,1.269,6.973,80.36,19.64,18.194,1639.039,400.572,371.083,2039.611
SVK,2017,5.401,1.356,1.264,6.757,79.939,20.061,18.712,1578.365,396.101,369.47,1974.466
SVK,2018,5.342,1.324,1.26,6.666,80.134,19.866,18.908,1609.868,399.106,379.853,2008.975
SVK,2019,5.522,1.398,1.326,6.92,79.793,20.207,19.159,1687.991,427.461,405.307,2115.452
SVK,2020,5.721,1.406,1.336,7.127,80.271,19.729,18.752,1706.301,419.365,398.598,2125.666
