LOCATION,TIME,COMPULSORY_PC_GDP,VOLUNTARY_PC_GDP,OOPEXP_PC_GDP,TOT_PC_GDP,COMPULSORY_PC_HEALTHXP,VOLUNTARY_PC_HEALTHXP,OOPEXP_PC_HEALTHXP,COMPULSORY_USD_CAP,VOLUNTARY_USD_CAP,OOPEXP_USD_CAP,TOT_USD_CAP
DNK,2011,8.716,1.672,1.446,10.388,83.906,16.094,13.924,3579.656,686.598,594.013,4266.254
DNK,2012,8.861,1.645,1.422,10.506,84.343,15.657,13.534,3733.537,693.09,599.102,4426.627
DNK,2013,8.705,1.605,1.379,10.31,84.433,15.567,13.372,3814.03,703.218,604.065,4517.248
DNK,2014,8.688,1.604,1.375,10.292,84.418,15.582,13.362,3874.565,715.199,613.267,4589.765
DNK,2015,8.699,1.629,1.392,10.328,84.231,15.769,13.48,3975.174,744.208,636.155,4719.382
DNK,2016,8.616,1.622,1.386,10.237,84.159,15.841,13.54,4118.832,775.248,662.677,4894.079
DNK,2017,8.478,1.62,1.383,10.098,83.957,16.043,13.694,4292.672,820.287,700.148,5112.959
DNK,2018,8.457,1.641,1.396,10.098,83.75,16.25,13.824,4444.355,862.35,733.603,5306.704
DNK,2019,8.499,1.654,1.4,10.152,83.709,16.291,13.794,4486.639,873.137,739.351,5359.776
DNK,2020,8.95,1.61,1.366,10.56,84.756,15.244,12.933,4828.686,868.507,736.812,5697.193
ESP,2003,5.378,2.185,1.698,7.563,71.104,28.896,22.457,1432.776,582.27,452.523,2015.047
ESP,2004,5.464,2.194,1.697,7.658,71.35,28.65,22.159,1514.798,608.266,470.442,2123.064
ESP,2005,5.533,2.199,1.683,7.732,71.555,28.445,21.764,1583.139,629.327,481.53,2212.465
ESP,2006,5.645,2.184,1.646,7.829,72.1,27.9,21.025,1726.24,667.999,503.382,2394.239
ESP,2007,5.725,2.193,1.642,7.919,72.303,27.697,20.733,1796.526,688.191,515.158,2484.716
ESP,2008,6.143,2.239,1.73,8.382,73.284,26.716,20.641,1958.102,713.834,551.508,2671.937
ESP,2009,6.837,2.27,1.732,9.108,75.072,24.928,19.017,2059.588,683.887,521.719,2743.475
ESP,2010,6.789,2.33,1.85,9.119,74.445,25.555,20.29,2037.935,699.574,555.448,2737.508
ESP,2011,6.737,2.431,1.87,9.168,73.484,26.516,20.392,2009.011,724.934,557.506,2733.945
ESP,2012,6.601,2.553,1.996,9.154,72.108,27.892,21.807,1967.214,760.931,594.937,2728.146
ESP,2013,6.436,2.628,2.064,9.064,71.006,28.994,22.775,1962.705,801.417,629.521,2764.122
ESP,2014,6.383,2.701,2.102,9.085,70.264,29.736,23.135,2007.912,849.759,661.116,2857.671
ESP,2015,6.505,2.617,2.034,9.122,71.316,28.684,22.297,2153.396,866.132,673.271,3019.529
ESP,2016,6.402,2.545,1.965,8.947,71.553,28.447,21.96,2252.954,895.701,691.438,3148.656
ESP,2017,6.307,2.638,1.99,8.945,70.508,29.492,22.246,2339.404,978.516,738.092,3317.92
ESP,2018,6.318,2.679,2.001,8.997,70.224,29.776,22.244,2406.813,1020.509,762.388,3427.322
ESP,2019,6.452,2.694,1.997,9.146,70.548,29.452,21.832,2489.202,1039.18,770.311,3528.382
ESP,2020,7.86,2.886,2.12,10.746,73.145,26.855,19.728,2718.031,997.937,733.104,3715.968
EST,2003,3.915,1.224,1.084,5.139,76.183,23.817,21.095,564.019,176.327,156.176,740.346
EST,2004,3.973,1.364,1.225,5.338,74.436,25.564,22.942,631.86,217.002,194.746,848.862
EST,2005,3.943,1.352,1.219,5.295,74.462,25.538,23.025,693.409,237.82,214.414,931.229
EST,2006,3.743,1.231,1.175,4.974,75.251,24.747,23.614,743.668,244.565,233.367,988.245
EST,2007,3.92,1.265,1.191,5.185,75.609,24.391,22.972,895.178,288.786,271.975,1183.964
EST,2008,4.549,1.408,1.274,5.957,76.367,23.633,21.393,1027.856,318.09,287.937,1345.947
EST,2009,5.271,1.573,1.453,6.845,77.012,22.988,21.229,1052.4,314.142,290.108,1366.542
EST,2010,4.975,1.619,1.504,6.594,75.444,24.556,22.814,1072.796,349.19,324.412,1421.986
EST,2011,4.604,1.471,1.369,6.078,75.741,24.207,22.527,1110.458,354.905,330.27,1466.12
EST,2012,4.611,1.482,1.374,6.095,75.646,24.321,22.541,1197.515,385.014,356.83,1583.048
EST,2013,4.685,1.591,1.483,6.281,74.592,25.336,23.605,1273.967,432.722,403.16,1707.913
EST,2014,4.76,1.6,1.496,6.362,74.814,25.147,23.522,1362.543,457.982,428.395,1821.238
EST,2015,4.961,1.68,1.575,6.641,74.692,25.303,23.719,1449.341,490.985,460.245,1940.411
EST,2016,5.003,1.699,1.591,6.702,74.646,25.353,23.738,1564.977,531.529,497.68,2096.544
EST,2017,4.854,1.743,1.637,6.597,73.573,26.427,24.807,1619.694,581.78,546.113,2201.474
EST,2018,4.93,1.761,1.64,6.691,73.675,26.325,24.513,1741.731,622.342,579.508,2364.073
EST,2019,5.075,1.742,1.631,6.817,74.445,25.555,23.925,1826.198,626.876,586.888,2453.074
EST,2020,5.844,1.735,1.624,7.579,77.103,22.897,21.428,2105.704,625.308,585.209,2731.011
FIN,2003,5.991,1.947,1.614,7.938,75.472,24.528,20.337,1718.565,558.525,463.097,2277.09
FIN,2004,6.126,1.933,1.601,8.059,76.012,23.988,19.86,1884.121,594.594,492.262,2478.714
FIN,2005,6.312,1.975,1.622,8.288,76.164,23.836,19.576,1960.091,613.409,503.791,2573.5
FIN,2006,6.402,1.882,1.559,8.284,77.281,22.719,18.817,2127.288,625.384,517.959,2752.672
FIN,2007,6.239,1.844,1.536,8.084,77.184,22.816,18.998,2319.339,685.594,570.885,3004.933
FIN,2008,6.456,1.888,1.55,8.343,77.376,22.624,18.573,2509.904,733.871,602.466,3243.775
FIN,2009,7.102,2.06,1.678,9.161,77.518,22.482,18.317,2543.719,737.734,601.076,3281.453
FIN,2010,7.047,2.095,1.719,9.142,77.084,22.916,18.804,2641.939,785.39,644.473,3427.329
FIN,2011,7.158,2.065,1.674,9.223,77.613,22.387,18.152,2792.737,805.566,653.166,3598.302
FIN,2012,7.495,2.091,1.674,9.586,78.186,21.814,17.462,2960.272,825.916,661.143,3786.188
FIN,2013,7.643,2.162,1.745,9.805,77.95,22.05,17.794,3065.951,867.285,699.899,3933.236
FIN,2014,7.631,2.15,1.725,9.781,78.016,21.984,17.637,3086.132,869.622,697.694,3955.755
FIN,2015,7.421,2.224,1.797,9.645,76.94,23.06,18.629,3071.841,920.652,743.757,3992.493
FIN,2016,7.148,2.229,1.807,9.378,76.226,23.774,19.273,3127.991,975.563,790.874,4103.554
FIN,2017,6.974,2.152,1.738,9.127,76.418,23.582,19.046,3221.252,994.057,802.847,4215.309
FIN,2018,6.959,2.084,1.661,9.043,76.956,23.044,18.369,3332.537,997.906,795.477,4330.443
FIN,2019,7.142,2.029,1.598,9.171,77.873,22.127,17.424,3413.665,969.969,763.805,4383.634
FIN,2020,7.615,2.017,1.586,9.632,79.059,20.941,16.466,3648.239,966.32,759.843,4614.556
FRA,2003,7.943,2.14,0.744,10.083,78.778,21.222,7.377,2407.666,648.6,225.449,3056.265
FRA,2004,8.008,2.156,0.737,10.164,78.786,21.214,7.246,2498.276,672.672,229.774,3170.947
FRA,2005,8.038,2.177,0.753,10.215,78.685,21.315,7.369,2568.72,695.854,240.565,3264.574
FRA,2006,8.021,2.365,0.972,10.386,77.228,22.772,9.359,2660.408,784.447,322.397,3444.855
FRA,2007,7.945,2.37,0.983,10.316,77.021,22.979,9.528,2763.696,824.531,341.901,3588.227
FRA,2008,8.032,2.469,1.053,10.501,76.491,23.509,10.03,2852.607,876.745,374.044,3729.353
FRA,2009,8.636,2.651,1.148,11.288,76.513,23.487,10.167,2969.347,911.496,394.557,3880.842
FRA,2010,8.561,2.665,1.149,11.226,76.259,23.741,10.235,3084.738,960.326,414.014,4045.065
FRA,2011,8.501,2.684,1.145,11.185,76.004,23.996,10.24,3163.075,998.623,426.155,4161.698
FRA,2012,8.596,2.701,1.143,11.297,76.088,23.912,10.12,3271.337,1028.097,435.101,4299.434
FRA,2013,8.679,2.717,1.141,11.396,76.161,23.839,10.016,3458.865,1082.657,454.867,4541.522
FRA,2014,8.813,2.726,1.15,11.539,76.373,23.627,9.963,3535.13,1093.645,461.17,4628.775
FRA,2015,8.767,2.681,1.115,11.448,76.582,23.418,9.738,3576.533,1093.641,454.792,4670.174
FRA,2016,9.518,1.952,1.104,11.471,82.981,17.019,9.624,4084.167,837.651,473.67,4921.818
FRA,2017,9.435,1.92,1.101,11.355,83.092,16.908,9.693,4158.348,846.147,485.095,5004.495
FRA,2018,9.342,1.866,1.065,11.208,83.354,16.646,9.5,4248.721,848.507,484.23,5097.228
FRA,2019,9.265,1.823,1.048,11.089,83.557,16.443,9.453,4314.384,849.037,488.096,5163.421
FRA,2020,10.287,1.844,1.072,12.131,84.799,15.201,8.838,4624.228,828.954,481.973,5453.182
GBR,2003,6.318,1.67,1.189,7.988,79.096,20.904,14.888,1931.793,510.56,363.627,2442.353
GBR,2004,6.662,1.591,1.127,8.253,80.726,19.274,13.655,2180.976,520.736,368.909,2701.712
GBR,2005,6.794,1.521,1.04,8.315,81.706,18.294,12.513,2212.228,495.323,338.787,2707.551
GBR,2006,7.016,1.459,0.971,8.475,82.784,17.216,11.457,2394.597,497.979,331.411,2892.576
GBR,2007,7.028,1.642,1.156,8.67,81.059,18.941,13.333,2457.907,574.35,404.293,3032.257
GBR,2008,7.324,1.643,1.132,8.968,81.675,18.325,12.628,2597.532,582.814,401.624,3180.346
GBR,2009,8.12,1.65,1.133,9.77,83.108,16.892,11.601,2689.269,546.621,375.4,3235.89
GBR,2010,8.006,1.698,1.188,9.705,82.5,17.5,12.244,2769.294,587.428,410.991,3356.722
GBR,2011,8,1.725,1.202,9.724,82.263,17.737,12.365,2811.171,606.116,422.543,3417.286
GBR,2012,7.996,1.818,1.289,9.814,81.479,18.521,13.133,2895.812,658.248,466.738,3554.06
GBR,2013,7.907,1.966,1.433,9.873,80.087,19.913,14.515,2928.702,728.193,530.788,3656.895
GBR,2014,7.908,1.955,1.432,9.862,80.18,19.82,14.516,3003.327,742.422,543.75,3745.749
GBR,2015,7.853,1.945,1.424,9.798,80.151,19.849,14.537,3041.408,753.169,551.632,3794.577
GBR,2016,7.839,1.89,1.408,9.729,80.577,19.423,14.47,3174.793,765.276,570.125,3940.069
GBR,2017,7.676,1.92,1.41,9.596,79.99,20.01,14.694,3230.763,808.201,593.495,4038.964
GBR,2018,7.719,2.012,1.508,9.731,79.325,20.675,15.495,3322.345,865.93,648.99,4188.275
GBR,2019,7.895,2.063,1.56,9.958,79.286,20.714,15.668,3479.872,909.165,687.656,4389.038
GBR,2020,10.1,2.059,1.549,12.159,83.069,16.931,12.742,4151.748,846.18,636.836,4997.928
GRC,2003,5.058,3.391,3.202,8.449,59.864,40.136,37.9,1226.41,822.245,776.431,2048.654
GRC,2004,4.745,3.349,3.153,8.094,58.624,41.376,38.961,1231.573,869.229,818.496,2100.803
GRC,2005,5.21,3.354,3.158,8.565,60.834,39.166,36.875,1334.458,859.136,808.893,2193.594
GRC,2006,5.088,3.171,2.977,8.259,61.609,38.391,36.045,1418.891,884.184,830.146,2303.075
GRC,2007,5.319,3.079,2.874,8.398,63.338,36.662,34.223,1536.237,889.234,830.078,2425.471
GRC,2008,5.768,3.06,2.843,8.828,65.336,34.664,32.208,1741.501,923.966,858.5,2665.467
GRC,2009,6.427,2.979,2.775,9.407,68.32,31.67,29.503,1868.949,866.367,807.077,2735.578
GRC,2010,6.613,2.982,2.712,9.597,68.906,31.075,28.259,1796.107,809.995,736.598,2606.608
GRC,2011,6.04,3.136,2.864,9.193,65.703,34.111,31.158,1504.33,780.998,713.402,2289.591
GRC,2012,5.899,3.012,2.717,8.924,66.105,33.749,30.449,1418.316,724.097,653.294,2145.538
GRC,2013,5.238,3.13,2.847,8.438,62.081,37.098,33.739,1296.158,774.546,704.432,2087.856
GRC,2014,4.542,3.246,2.936,7.891,57.558,41.137,37.2,1157.543,827.304,748.119,2011.097
GRC,2015,4.803,3.285,2.962,8.22,58.425,39.964,36.034,1240.316,848.404,764.987,2122.934
GRC,2016,5.186,3.241,2.899,8.449,61.387,38.358,34.308,1386.269,866.221,774.767,2258.26
GRC,2017,4.926,3.194,2.847,8.135,60.557,39.264,34.995,1363.041,883.779,787.688,2250.844
GRC,2018,4.808,3.301,2.93,8.12,59.216,40.651,36.08,1370.67,940.941,835.144,2314.696
GRC,2019,5.043,3.144,2.758,8.198,61.513,38.355,33.643,1445.289,901.188,790.461,2349.574
GRC,2020,5.876,3.613,3.178,9.504,61.832,38.016,33.438,1537.205,945.123,831.311,2486.091
HRV,2003,5.188,8.346,1.048,6.295,82.406,132.568,16.643,739.967,1190.392,149.443,897.949
HRV,2004,5.259,9.382,1.179,6.504,80.853,144.259,18.122,797.351,1422.64,178.709,986.167
HRV,2005,5.876,7.251,0.916,6.839,85.928,106.028,13.391,909.427,1122.162,141.721,1058.363
HRV,2006,5.928,7.408,0.92,6.912,85.774,107.187,13.315,1009.847,1261.952,156.758,1177.336
HRV,2007,6.418,7.438,0.918,7.405,86.668,100.45,12.394,1206.264,1398.082,172.506,1391.822
HRV,2008,6.493,8.725,1.111,7.651,84.865,114.031,14.514,1315.904,1768.138,225.049,1550.576
HRV,2009,6.88,9.058,1.111,8.082,85.126,112.072,13.747,1321.794,1740.202,213.452,1552.759
HRV,2010,6.826,8.759,1.115,7.988,85.446,109.655,13.957,1335.024,1713.266,218.063,1562.414
HRV,2011,5.949,11.416,0.923,7.464,79.702,152.938,12.371,1199.228,2301.174,186.137,1504.646
HRV,2012,6.083,10.636,0.881,7.495,81.165,141.915,11.751,1256.794,2197.474,181.954,1548.449
HRV,2013,5.453,7.327,0.568,6.425,84.865,114.035,8.832,1168.698,1570.405,121.631,1377.127
HRV,2014,5.481,8.505,0.745,6.61,82.923,128.664,11.276,1195.799,1855.404,162.602,1442.053
HRV,2015,5.528,8.754,0.732,6.69,82.632,130.858,10.945,1258.282,1992.637,166.672,1522.75
HRV,2016,5.55,8.857,0.738,6.725,82.521,131.697,10.974,1382.534,2206.424,183.857,1675.377
HRV,2017,5.495,8.756,0.73,6.657,82.544,131.522,10.967,1454.95,2318.242,193.301,1762.634
HRV,2018,5.535,9.153,0.769,6.75,82.003,135.6,11.387,1543.43,2552.215,214.327,1882.167
HRV,2019,5.571,9.273,0.78,6.802,81.907,136.319,11.465,1673.9,2785.895,234.3,2043.652
HRV,2020,6.507,1.222,0.808,7.729,84.193,15.807,10.449,1817.666,341.268,225.583,2158.935
HUN,2003,5.729,2.392,2.14,8.121,70.543,29.457,26.355,962.814,402.049,359.712,1364.863
HUN,2004,5.461,2.297,2.004,7.758,70.391,29.609,25.832,972.442,409.038,356.865,1381.481
HUN,2005,5.644,2.34,2.057,7.985,70.69,29.31,25.764,1034.563,428.962,377.069,1463.525
HUN,2006,5.503,2.275,1.948,7.778,70.749,29.251,25.046,1069.329,442.115,378.562,1511.444
HUN,2007,4.961,2.243,1.894,7.204,68.868,31.132,26.296,984.846,445.2,376.048,1430.045
HUN,2008,4.882,2.207,1.87,7.088,68.868,31.132,26.384,1027.925,464.668,393.805,1492.593
HUN,2009,4.933,2.289,1.897,7.222,68.301,31.699,26.269,1019.461,473.13,392.087,1492.591
HUN,2010,4.996,2.452,2.044,7.449,67.077,32.923,27.446,1117.637,548.573,457.3,1666.211
HUN,2011,4.975,2.506,2.113,7.481,66.497,33.503,28.244,1167.38,588.147,495.823,1755.527
HUN,2012,4.855,2.556,2.178,7.411,65.508,34.492,29.397,1157.226,609.309,519.307,1766.535
HUN,2013,4.82,2.415,2.053,7.234,66.624,33.376,28.385,1213.611,607.969,517.053,1821.58
HUN,2014,4.727,2.32,1.998,7.047,67.076,32.924,28.361,1250.128,613.627,528.577,1863.754
HUN,2015,4.672,2.182,1.884,6.854,68.167,31.833,27.488,1289.204,602.043,519.873,1891.248
HUN,2016,4.757,2.231,1.935,6.988,68.079,31.921,27.689,1361.358,638.325,553.701,1999.683
HUN,2017,4.647,2.097,1.838,6.744,68.902,31.098,27.249,1377.092,621.528,544.614,1998.62
HUN,2018,4.576,2.003,1.763,6.58,69.551,30.449,26.789,1465.376,641.52,564.415,2106.896
HUN,2019,4.314,1.968,1.745,6.282,68.672,31.328,27.787,1438.796,656.39,582.182,2095.186
HUN,2020,5.159,2.129,1.906,7.288,70.793,29.207,26.147,1714.458,707.349,633.239,2421.807
IDN,2003,0.813,1.398,1.028,2.235,36.392,62.54,46.017,,,,
IDN,2004,0.748,1.326,0.967,2.107,35.477,62.91,45.911,,,,
IDN,2005,0.734,1.756,1.392,2.517,29.168,69.791,55.328,,,,
IDN,2006,0.834,1.75,1.39,2.604,32.03,67.217,53.375,,,,
IDN,2007,1.028,1.755,1.391,2.807,36.631,62.525,49.546,,,,
IDN,2008,0.917,1.627,1.258,2.548,35.966,63.845,49.368,,,,
IDN,2009,0.949,1.666,1.291,2.623,36.186,63.5,49.221,,,,
IDN,2010,0.679,2.112,1.691,2.791,24.32,75.68,60.584,,,,
IDN,2011,0.717,2.272,1.681,2.989,23.999,76.001,56.223,65.505,207.449,153.464,272.954
IDN,2012,0.781,2.133,1.563,2.914,26.799,73.201,53.618,77.21,210.901,154.479,288.111
IDN,2013,0.836,2.033,1.46,2.869,29.142,70.858,50.9,84.786,206.153,148.088,290.939
IDN,2014,1.043,1.921,1.341,2.964,35.202,64.798,45.247,108.711,200.113,139.735,308.824
IDN,2015,1.159,1.765,1.249,2.924,39.631,60.369,42.716,121.727,185.425,131.203,307.152
IDN,2016,1.377,1.645,1.152,3.021,45.562,54.438,38.124,147.74,176.52,123.622,324.26
IDN,2017,1.356,1.549,1.051,2.904,46.678,53.322,36.178,149.799,171.12,116.101,320.918
IDN,2018,1.396,1.472,1.011,2.868,48.668,51.332,35.24,164.327,173.32,118.985,337.647
IDN,2019,1.425,1.48,0.995,2.905,49.041,50.959,34.237,174.715,181.546,121.975,356.262
IDN,2020,1.877,1.536,1.067,3.413,54.988,45.012,31.265,222.683,182.282,126.612,404.965
IND,2003,0.819,3.315,3.035,4.134,19.81,80.19,73.425,,,,
IND,2004,0.801,3.28,2.958,4.081,19.633,80.367,72.483,,,,
IND,2005,0.828,3.082,2.86,3.91,21.18,78.82,73.149,,,,
IND,2006,0.805,2.944,2.709,3.749,21.467,78.533,72.257,,,,
IND,2007,0.795,2.833,2.569,3.628,21.91,78.09,70.817,,,,
IND,2008,0.836,2.789,2.506,3.625,23.059,76.941,69.148,,,,
IND,2009,0.907,2.688,2.4,3.594,25.231,74.769,66.758,,,,
IND,2010,0.862,2.513,2.2,3.375,25.53,74.47,65.185,,,,
IND,2011,0.91,2.337,2.02,3.246,28.022,71.978,62.225,44.534,114.392,98.892,158.926
IND,2012,0.903,2.427,2.097,3.329,27.115,72.885,63,48.108,129.314,111.776,177.422
IND,2013,0.829,2.921,2.59,3.749,22.106,77.894,69.073,45.646,160.84,142.626,206.486
IND,2014,0.829,2.79,2.426,3.62,22.909,77.091,67.014,47.423,159.581,138.721,207.003
IND,2015,0.928,2.668,2.325,3.596,25.795,74.205,64.664,55.196,158.779,138.365,213.974
IND,2016,0.947,2.557,2.215,3.504,27.024,72.976,63.206,59.982,161.976,140.291,221.958
IND,2017,0.974,1.962,1.618,2.936,33.159,66.841,55.112,64.803,130.629,107.707,195.432
IND,2018,0.985,1.875,1.523,2.86,34.436,65.564,53.23,70.754,134.711,109.369,205.465
IND,2019,0.982,1.906,1.55,2.904,33.818,65.649,53.38,74.255,144.149,117.209,219.575
IND,2020,1.094,1.843,1.495,2.955,37.022,62.364,50.592,78.469,132.182,107.232,211.953
IRL,2003,5.519,1.488,0.921,7.008,78.763,21.237,13.148,2031.147,547.656,339.068,2578.802
IRL,2004,5.698,1.522,0.882,7.22,78.916,21.084,12.219,2213.471,591.357,342.713,2804.828
IRL,2005,6.027,1.615,1.036,7.642,78.868,21.132,13.553,2439.68,653.697,419.245,3093.376
IRL,2006,5.85,1.667,1.047,7.516,77.825,22.175,13.93,2494.15,710.655,446.415,3204.805
IRL,2007,6.186,1.621,0.903,7.808,79.233,20.767,11.571,2681.433,702.788,391.596,3384.221
IRL,2008,7.239,1.887,1.083,9.126,79.321,20.679,11.863,2889.898,753.375,432.205,3643.273
IRL,2009,8.11,2.413,1.336,10.523,77.072,22.928,12.701,2971.205,883.913,489.62,3855.118
IRL,2010,8.017,2.507,1.452,10.524,76.178,23.822,13.796,3085.951,965.036,558.859,4050.987
IRL,2011,7.643,2.963,1.451,10.606,72.066,27.934,13.681,3018.211,1169.893,572.984,4188.104
IRL,2012,7.622,2.976,1.45,10.598,71.916,28.084,13.686,3127.748,1221.437,595.247,4349.185
IRL,2013,7.276,3.001,1.442,10.277,70.799,29.201,14.032,3035.804,1252.096,601.697,4287.9
IRL,2014,6.774,2.74,1.338,9.513,71.201,28.799,14.067,2980.363,1205.507,588.839,4185.871
IRL,2015,5.267,2.069,0.988,7.336,71.793,28.207,13.467,3093.695,1215.478,580.332,4309.173
IRL,2016,5.412,2.056,0.978,7.469,72.469,27.531,13.091,3299.698,1253.568,596.084,4553.266
IRL,2017,5.201,1.924,0.897,7.125,72.997,27.003,12.584,3418.224,1264.498,589.271,4682.722
IRL,2018,5.091,1.786,0.834,6.876,74.033,25.967,12.131,3610.517,1266.392,591.619,4876.91
IRL,2019,4.981,1.728,0.814,6.709,74.249,25.751,12.133,3694.715,1281.414,603.735,4976.129
IRL,2020,5.548,1.562,0.777,7.109,78.034,21.966,10.931,4196.834,1181.35,587.871,5378.183
ISL,2003,7.908,1.822,1.692,9.729,81.276,18.724,17.388,2525.17,581.75,540.22,3106.92
ISL,2004,7.551,1.777,1.652,9.329,80.949,19.051,17.704,2640.956,621.531,577.605,3262.487
ISL,2005,7.247,1.7,1.574,8.947,81.002,18.998,17.589,2657.485,623.286,577.042,3280.772
ISL,2006,6.981,1.576,1.45,8.557,81.583,18.417,16.946,2768.944,625.088,575.164,3394.032
ISL,2007,6.851,1.502,1.376,8.354,82.018,17.982,16.47,2919.642,640.133,586.308,3559.775
ISL,2008,6.86,1.484,1.358,8.344,82.213,17.787,16.271,2969.924,642.545,587.8,3612.468
ISL,2009,7.164,1.611,1.481,8.775,81.638,18.362,16.875,2841.784,639.157,587.402,3480.941
ISL,2010,6.678,1.684,1.56,8.362,79.861,20.139,18.661,2606.877,657.407,609.154,3264.284
ISL,2011,6.563,1.64,1.518,8.203,80.006,19.994,18.503,2650.176,662.279,612.908,3312.455
ISL,2012,6.538,1.643,1.519,8.181,79.921,20.079,18.568,2716.506,682.496,631.118,3399.002
ISL,2013,6.559,1.616,1.493,8.176,80.233,19.767,18.256,2806.603,691.468,638.613,3498.071
ISL,2014,6.624,1.605,1.48,8.229,80.494,19.506,17.98,2897.478,702.138,647.221,3599.617
ISL,2015,6.521,1.549,1.424,8.07,80.81,19.19,17.641,3016.917,716.435,658.596,3733.352
ISL,2016,6.6,1.497,1.366,8.097,81.509,18.491,16.868,3205.002,727.093,663.259,3932.095
ISL,2017,6.763,1.498,1.359,8.261,81.863,18.137,16.449,3365.581,745.673,676.28,4111.255
ISL,2018,6.902,1.476,1.335,8.378,82.381,17.619,15.937,3489.393,746.268,675.04,4235.661
ISL,2019,7.104,1.476,1.334,8.58,82.797,17.203,15.545,3575.387,742.882,671.294,4318.27
ISL,2020,8.012,1.603,1.44,9.615,83.325,16.675,14.977,3859.854,772.429,693.759,4632.283
ISR,2003,4.285,2.432,1.963,6.855,62.512,35.474,28.628,1021.71,579.79,467.908,1634.415
ISR,2004,4.201,2.446,1.954,6.801,61.777,35.962,28.726,1055.224,614.281,490.666,1708.117
ISR,2005,4.137,2.625,2.088,6.903,59.931,38.026,30.243,1052.596,667.865,531.177,1756.34
ISR,2006,4.182,2.432,1.726,6.71,62.321,36.241,25.724,1087.13,632.186,448.73,1744.395
ISR,2007,4.057,2.551,1.785,6.695,60.594,38.108,26.663,1123.165,706.376,494.229,1853.597
ISR,2008,4.185,2.549,1.731,6.828,61.284,37.324,25.347,1127.05,686.401,466.144,1839.047
ISR,2009,4.234,2.592,1.758,6.916,61.216,37.48,25.419,1168.829,715.618,485.337,1909.353
ISR,2010,4.326,2.473,1.64,6.888,62.802,35.906,23.812,1237.764,707.684,469.306,1970.907
ISR,2011,4.281,2.467,1.625,6.839,62.589,36.065,23.759,1302.96,750.789,494.617,2081.778
ISR,2012,4.368,2.51,1.633,6.976,62.607,35.981,23.408,1391.97,799.99,520.449,2223.345
ISR,2013,4.413,2.449,1.576,6.958,63.419,35.194,22.654,1419.596,787.797,507.103,2238.455
ISR,2014,4.448,2.504,1.621,7.045,63.132,35.535,23.01,1412.642,795.121,514.869,2237.584
ISR,2015,4.453,2.47,1.58,7.022,63.417,35.179,22.501,1464.941,812.638,519.778,2310.019
ISR,2016,4.493,2.508,1.619,7.096,63.316,35.345,22.823,1598.151,892.143,576.061,2524.083
ISR,2017,4.584,2.493,1.61,7.176,63.883,34.741,22.431,1677.671,912.353,589.079,2626.181
ISR,2018,4.674,2.454,1.578,7.228,64.665,33.949,21.837,1777.621,933.253,600.292,2748.975
ISR,2019,4.65,2.423,1.532,7.174,64.815,33.767,21.356,1756.48,915.089,578.753,2709.984
ISR,2020,5.256,2.401,1.551,7.707,68.194,31.147,20.12,1960.761,895.56,578.518,2875.281
ITA,2003,5.901,1.932,1.858,7.833,75.334,24.666,23.719,1724.65,564.699,543.009,2289.348
ITA,2004,6.226,1.94,1.864,8.165,76.244,23.756,22.833,1868.774,582.27,559.638,2451.044
ITA,2005,6.462,1.877,1.802,8.339,77.489,22.511,21.606,1940.391,563.708,541.031,2504.099
ITA,2006,6.56,1.877,1.798,8.437,77.75,22.25,21.317,2070.106,592.394,567.577,2662.499
ITA,2007,6.305,1.832,1.751,8.136,77.488,22.512,21.516,2088.8,606.833,579.997,2695.633
ITA,2008,6.628,1.905,1.821,8.533,77.675,22.325,21.339,2277.793,654.662,625.766,2932.455
ITA,2009,7.01,1.942,1.85,8.952,78.305,21.695,20.664,2300.207,637.285,606.993,2937.493
ITA,2010,6.995,1.921,1.832,8.916,78.454,21.546,20.549,2435.565,668.901,637.934,3104.465
ITA,2011,6.757,2.017,1.933,8.774,77.012,22.988,22.027,2386.036,712.219,682.45,3098.256
ITA,2012,6.665,2.119,1.94,8.784,75.877,24.123,22.084,2330.64,740.97,678.344,3071.61
ITA,2013,6.648,2.127,1.95,8.775,75.759,24.241,22.226,2305.279,737.652,676.331,3042.931
ITA,2014,6.689,2.179,1.999,8.868,75.425,24.575,22.54,2290.549,746.31,684.507,3036.86
ITA,2015,6.593,2.264,2.078,8.857,74.435,25.565,23.467,2299.259,789.672,724.865,3088.931
ITA,2016,6.492,2.234,2.035,8.725,74.401,25.599,23.323,2435.908,838.116,763.614,3274.024
ITA,2017,6.399,2.279,2.066,8.678,73.735,26.265,23.806,2489.369,886.716,803.712,3376.084
ITA,2018,6.413,2.269,2.045,8.682,73.861,26.139,23.551,2582.087,913.781,823.31,3495.868
ITA,2019,6.384,2.273,2.031,8.656,73.745,26.255,23.461,2629.244,936.08,836.449,3565.324
ITA,2020,7.308,2.317,2.066,9.625,75.926,24.074,21.46,2849.558,903.53,805.43,3753.088
JPN,2003,5.987,1.5,1.264,7.487,79.964,20.036,16.887,1754.756,439.682,370.57,2194.437
JPN,2004,6.049,1.486,1.25,7.535,80.274,19.726,16.589,1849.261,454.419,382.156,2303.68
JPN,2005,6.216,1.442,1.2,7.658,81.168,18.832,15.673,2005.811,465.375,387.32,2471.186
JPN,2006,6.174,1.513,1.262,7.687,80.322,19.678,16.422,2057.21,504.009,420.605,2561.219
